CAS-RN,NAME,STATUS_TEXT,STATUS_BIN,SMILES,k OH (AOPv1.92) atmospheric,t1/2 atmosphere in hours,"VP (mm Hg, MPVPBP v1.43)","VP (Pa, MPBPVPwin))",BIOWIN1,BIOWIN2,BIOWIN3,t1/2(water)hrs,t1/2(soil)hrs,BIOWIN4,BIOWIN5,BIOWIN6,log Kow (KowWin v1.67),log Koa (KoaWin v1.10),log Kaw (=Kow/Koa,BCF (BCFBAF v3.00),BCFmax,"kM halflife (days, BCFBAF v3.00)",kM,BCF(metabolism),TMF air,TMF pelagic,BAF air,LRTP-Pov,LRTP-CTD,LRTP-TE,MW,P-score,B-score
PBT-5,,PBT,1,Clc1c(cc(cc1c1c(Cl)cc(c2c(Cl)c(Cl)cc(c2Cl)Cl)c(c1Cl)Cl)Cl)Cl,2.24E-13,1.72E+03,1.82E-12,2.43E-10,-1.3503,0,-.137,1.69E+05,3.37E+05,1.3651,-0.9032,0,11.97,16.157,-4.187,189.1,6.80E+00,16885.4368,0.00,6.7952,-32.7,-76.8,6.8,20247.42788,2860.935951,12.66844733,574.76,0.9997,0.0070
PBT-6,,PBT,1,Brc1c(cc(cc1)Cc1cccc(C)c1)Br,1.46E-11,2.64E+01,1.24E-05,1.65E-03,.4743,0.0176,2.026,2.48E+03,4.96E+03,2.913,0.0773,0.0368,6.34,8.804,-2.464,7112,4.73E+04,18.82017867,0.04,5912.5352,9.9,0.2,58455.2,296.1233292,17776.76215,84.29766347,340.06,0.6998,0.8634
PBT-7,,PBT,1,Brc1cc(C)cc(c1)Cc1cccc(c1)Br,1.21E-11,3.19E+01,1.24E-05,1.65E-03,.4743,0.0176,2.026,2.48E+03,4.96E+03,2.913,0.0773,0.0368,6.34,8.804,-2.464,7112,4.73E+04,18.82017867,0.04,5912.5352,9.9,0.2,58455.2,296.2492966,18823.06441,94.51285245,340.06,0.6999,0.8634
PBT-8,,PBT,1,Brc1c(cc(Cc2ccccc2)cc1C)Br,8.20E-12,4.70E+01,1.24E-05,1.65E-03,.6024,0.0977,2.048,2.37E+03,4.75E+03,2.9179,0.0773,0.0368,6.34,8.804,-2.464,7112,4.73E+04,4.692939611,0.15,1627.1009,9.9,0.2,16086.6,284.0944837,20482.46477,111.9114819,340.06,0.6848,0.7061
PBT-9,,PBT,1,FC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)C(O)=O,5.20E-13,7.41E+02,1.45E-01,1.93E+01,-1.0009,0,.8631,2.40E+04,4.79E+04,2.4409,0.3278,0,4.81,4.24,0.57,3.162,8.97E+03,26.31538271,0.03,4601.6672,-4.6,3.1,4601.7,4425.813841,715628.8016,444.9373014,414.07,0.9957,0.4844
PBT-10,,PBT,1,O=C(C(C(C(F)(F)C(C(C(C(F)(F)C(F)(F)C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,5.20E-13,7.41E+02,2.71E-02,3.60E+00,-1.4164,0,.2178,8.44E+04,1.69E+05,1.9897,0.235,0,6.15,4.139,2.011,56.23,4.43E+04,120.6942679,0.01,21908.8127,-5.3,2.8,21908.8,4491.795485,719022.7695,301.9034763,514.09,0.9958,0.7518
PBT-11,,PBT,1,BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br,5.01E-12,7.68E+01,1.68E-08,2.24E-06,.1650,0,1.9548,2.85E+03,5.69E+03,3.1342,-0.4234,0,7.74,10.466,-2.726,5759,1.97E+04,30.94407056,0.02,7100.7089,7.4,-9.5,52378.5,342.018616,7413.163145,34.26899246,641.7,0.7486,0.8534
000108-78-1,"1,3,5-Triazine-2,4,6-triamine",not B,0,n(c(nc(n1)N)N)c1N ,6.59E-13,5.84E+02,8.95E-08,1.19E-05,-.0042,0,2.2697,1.54E+03,3.08E+03,3.2831,-0.0193,0,-0.38,10.754,-12.124,3.162,1.97E+00,0.005545177,125.00,0.9906,6.5,-11.6,6.5,106.4196459,159.5964696,1.67759E-05,126.12,0.2904,0.0068
000067-68-5,"Methane, sulfinylbis-",not B,0,O=S(C)C ,6.21E-11,6.20E+00,6.24E-01,8.29E+01,.7104,0.8698,3.0265,3.52E+02,7.04E+02,3.735,0.4805,0.5766,-1.22,5.859,-7.209,3.162,1.39E+00,0.021769698,31.84,1.1830,4.1,6.0,4.9,30.2747424,54.0851765,0.238538436,78.13,0.0461,0.0055
000461-58-5,"Guanidine, cyano-",not B,0,NC(=NC(#N))N ,4.20E-11,9.17E+00,1.64E-03,2.19E-01,.7075,0.8599,3.0134,3.61E+02,7.22E+02,3.7264,0.462,0.5246,-1.26,6.886,-8.036,3.162,1.38E+00,0.007832172,88.50,0.9247,7.6,5.6,7.0,30.9269951,37.47321212,0.03620306,84.08,0.0477,0.0072
000062-56-6,Thiourea,not B,0,NC(=S)N ,4.20E-11,9.17E+00,5.86E-02,7.80E+00,.9215,0.9902,2.9768,3.88E+02,7.75E+02,3.9433,0.6123,0.771,-1.31,6.012,-7.092,3.162,1.36E+00,0.005545177,125.00,0.8074,4.7,6.0,3.8,32.80385868,70.55200229,0.311343262,76.12,0.0524,0.0046
000068-12-2,"Formamide, N,N-dimethyl-",not B,0,O=CN(C)C ,1.75E-11,2.20E+01,3.50E+00,4.65E+02,.9229,0.9906,2.9834,3.83E+02,7.65E+02,3.9477,0.6221,0.7925,-0.93,4.51,-5.52,3.162,1.54E+00,0.007245946,95.66,0.9657,-2.9,3.9,1.0,32.33585398,1565.249126,6.727631889,73.1,0.0512,0.0016
000061-82-5,"1H-1,2,4-Triazol-3-amine",not B,0,n1nc(N)nc1 ,5.52E-12,6.97E+01,7.37E-04,9.80E-02,.4738,0.477,2.8784,4.70E+02,9.39E+02,3.618,0.3125,0.2674,-0.47,10.074,-11.044,3.162,1.88E+00,0.017750248,39.05,1.4516,8.3,-6.8,12.1,38.52735474,48.7562185,4.68677E-05,84.08,0.0678,0.0108
000126-33-0,"Thiophene, tetrahydro-, 1,1-dioxide",not B,0,O=S(=O)(CCC1)C1 ,1.33E-11,2.90E+01,4.10E-03,5.45E-01,.6903,0.7862,2.9336,4.22E+02,8.44E+02,3.6744,0.4336,0.5007,-0.24,2.933,-3.703,3.162,2.13E+00,0.020097048,34.49,1.6475,-14.5,-2.4,1.6,36.58152647,4494.551236,18.93695624,120.17,0.0625,0.0024
000096-45-7,2-Imidazolidinethione,not B,0,N(C(=S)NC1)C1 ,1.40E-10,2.76E+00,2.02E-06,2.69E-04,.9091,0.9859,2.9192,4.34E+02,8.68E+02,3.9058,0.5743,0.7182,-0.49,4.202,-4.862,3.162,1.86E+00,0.005545177,125.00,0.9618,-4.9,3.0,1.0,34.95070776,2005.55294,5.812569798,102.15,0.0581,0.0016
000512-56-1,"Phosphoric acid, trimethyl ester",not B,0,O=P(OC)(OC)OC ,8.36E-12,4.60E+01,4.16E-01,5.53E+01,.9948,1,3.0433,3.41E+02,6.81E+02,4.111,0.4514,0.4184,-0.6,5.881,-6.531,3.162,1.76E+00,0.010867783,63.78,1.2146,4.2,6.0,5.1,29.47171085,245.7413167,1.086367124,140.08,0.0441,0.0057
000110-98-5,"2-Propanol, 1,1'-oxybis-",not B,0,O(CC(O)C)CC(O)C,3.13E-11,1.23E+01,7.32E-03,9.73E-01,.6538,0.4774,3.2139,2.44E+02,4.88E+02,3.9033,0.635,0.7776,-0.64,6.195,-6.835,3.162,1.73E+00,0.008556316,81.01,1.1073,5.4,6.0,6.0,22.3497549,125.5671623,0.55350796,134.18,0.0280,0.0064
025265-71-8,"Propanol, oxybis-",not B,0,CC(O)COCC(O)C ,3.13E-11,1.23E+01,7.32E-03,9.73E-01,.6538,0.4774,3.2139,2.44E+02,4.88E+02,3.9033,0.635,0.7776,-0.64,6.195,-6.835,3.162,1.73E+00,0.008556316,81.01,1.1073,5.4,6.0,6.0,22.3497549,125.5671623,0.55350796,134.18,0.0280,0.0064
000108-45-2,"1,3-Benzenediamine",not B,0,Nc(cccc1N)c1 ,2.00E-10,1.93E+00,1.88E-03,2.51E-01,.2286,0.0878,2.6903,6.78E+02,1.36E+03,3.475,0.1079,0.0712,-0.39,6.962,-7.292,3.162,1.96E+00,0.013932607,49.75,1.4086,7.8,5.5,11.0,52.35466171,70.34924837,0.194802278,108.14,0.1092,0.0101
000123-91-1,"1,4-Dioxane",not B,0,O(CCOC1)C1 ,2.80E-11,1.37E+01,4.07E+01,5.41E+03,.0109,0.0061,2.9871,3.80E+02,7.60E+02,3.7011,0.5319,0.6713,-0.32,3.437,-3.707,3.162,2.04E+00,0.031082833,22.30,1.7233,-10.4,0.1,1.7,32.29473973,4131.675815,16.03025872,88.11,0.0511,0.0025
000839-90-7,"1,3,5-Triazine-2,4,6(1H,3H,5H)-trione, 1,3,5-tris(2-hydroxyethyl)-",not B,0,O=C(N(C(=O)N(C1(=O))CCO)CCO)N1CCO ,2.96E-11,1.30E+01,8.88E-16,1.18E-13,1.0994,0.9342,3.1018,3.04E+02,6.08E+02,3.8592,0.7149,0.6396,0.07,18.433,-18.363,3.162,2.62E+00,0.005545177,125.00,1.1309,-62.4,-118.7,1.1,26.9461621,31.53985895,3.89256E-05,261.24,0.0381,0.0018
000095-80-7,"1,3-Benzenediamine, 4-methyl-",not B,0,Nc(c(ccc1N)C)c1 ,2.00E-10,1.92E+00,5.70E-04,7.59E-02,.2766,0.1231,2.5844,8.34E+02,1.67E+03,3.3862,0.0994,0.0581,0.16,7.657,-7.517,3.162,2.80E+00,0.011942577,58.04,1.6932,9.2,4.1,15.6,62.62925913,86.47262747,0.117622108,122.17,0.1425,0.0130
000126-30-7,"1,3-Propanediol, 2,2-dimethyl-",not B,0,OCC(CO)(C)C ,8.65E-12,4.45E+01,2.50E-03,3.32E-01,.8315,0.8852,3.0768,3.19E+02,6.38E+02,3.8029,0.8918,0.944,0.16,5.063,-4.903,3.162,2.80E+00,0.023058788,30.06,2.0912,0.3,5.1,2.1,28.07164912,2907.851641,12.53607315,104.15,0.0407,0.0029
002691-41-0,"Octahydro-1,3,5,7-Tetranitro-1,3,5,7-Tetrazocine (HMX)",not B,0,O=N(=O)N(CN(N(=O)=O)CN(N(=O)=O)CN1N(=O)=O)C1,3.28E-10,1.17E+00,2.42E-08,3.21E-06,.6066,0.2321,2.5447,9.01E+02,1.80E+03,3.4205,-0.09,0.0062,0.82,7.61,-7.45,3.162,5.12E+00,0.013731125,50.48,2.5126,9.1,4.2,22.9,68.21324328,93.42620481,0.135589626,296.16,0.1612,0.0173
000680-31-9,HEXAMETHYLPHOSPHORAMIDE,not B,0,O=P(N(C)C)(N(C)C)N(C)C ,9.01E-11,4.27E+00,6.88E-02,9.15E+00,.6622,0.614,2.8032,5.44E+02,1.09E+03,3.5892,0.1815,0.0737,-0.22,6.367,-6.087,3.162,2.16E+00,0.363094385,1.91,2.1255,6.0,6.0,12.8,43.46892085,578.2265326,2.40007941,179.2,0.0820,0.0113
000098-10-2,Benzenesulfonamide,not B,0,O=S(=O)(N)c(cccc1)c1 ,4.17E-13,9.24E+02,1.51E-04,2.01E-02,.8008,0.9293,2.8738,4.74E+02,9.48E+02,3.6258,0.2856,0.196,0.37,5.073,-4.763,3.162,3.32E+00,0.028583389,24.25,2.5058,0.4,5.1,2.5,39.133017,3256.731612,14.49740683,157.19,0.0695,0.0033
000075-65-0,"2-Propanol, 2-methyl-",not B,0,OC(C)(C)C ,1.69E-12,2.28E+02,4.70E+01,6.25E+03,.5283,0.558,2.8232,5.23E+02,1.05E+03,3.5874,0.5605,0.6991,0.73,3.782,-3.432,3.162,4.66E+00,0.065638938,10.56,3.8893,-7.8,1.5,3.9,47.71494632,5705.510437,26.41004648,74.12,0.0947,0.0046
001634-78-2,Malaoxon,not B,0,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC ,2.44E-11,1.58E+01,1.02E-04,1.36E-02,1.2602,1,2.9388,4.18E+02,8.35E+02,4.3176,0.7185,0.6774,0.52,8.176,-7.656,3.162,3.79E+00,0.005545177,125.00,1.3054,9.8,2.6,12.7,35.41457977,43.34007082,0.086680889,314.29,0.0593,0.0112
000066-81-9,CYCLOHEXIMIDE,not B,0,CC1CC(C)C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2 ,6.55E-11,5.88E+00,4.46E-13,5.93E-11,.7792,0.4203,2.7149,6.46E+02,1.29E+03,3.549,0.2822,0.0492,0.08,13.392,-12.842,3.162,2.64E+00,0.026762439,25.90,2.0688,-7.2,-37.4,2.1,50.46854705,67.05620957,4.03997E-05,281.35,0.1032,0.0029
000096-29-7,"2-Butanone, oxime",not B,0,N(O)=C(CC)C ,1.48E-12,2.60E+02,1.17E+00,1.56E+02,.7061,0.8547,3.0066,3.66E+02,7.32E+02,3.722,0.5032,0.6175,1.69,4.001,-3.371,3.162,1.62E+01,0.088626414,7.82,10.7143,-6.2,2.3,10.7,38.89008079,5872.642622,26.84279931,87.12,0.0688,0.0099
000123-63-7,"1,3,5-Trioxane, 2,4,6-trimethyl-",not B,0,O(C(OC(O1)C)C)C1C ,2.18E-11,1.77E+01,1.57E+01,2.09E+03,-.3575,0.0001,2.8811,4.67E+02,9.35E+02,3.6278,0.3619,0.1255,0.7,3.825,-3.155,3.162,4.52E+00,0.113910794,6.09,4.0674,-7.5,1.7,4.1,41.22855098,6124.649749,24.38508622,132.16,0.0755,0.0048
000060-51-5,DIMETHOATE,not B,0,O=C(NC)CSP(OC)(OC)=S ,7.90E-11,4.87E+00,4.13E-05,5.49E-03,1.1625,1,2.7921,5.56E+02,1.11E+03,4.1878,0.3621,0.1696,0.72,8.783,-8.003,3.162,4.61E+00,0.029980414,23.12,3.2278,9.9,0.2,31.9,45.27836253,57.68874864,0.039191655,229.25,0.0874,0.0221
000078-40-0,"Phosphoric acid, triethyl ester",not B,0,O=P(OCC)(OCC)OCC ,5.79E-11,6.65E+00,1.65E-01,2.20E+01,.9748,1,2.9504,4.08E+02,8.16E+02,4.0503,0.4744,0.4364,0.87,6.632,-5.832,3.162,5.41E+00,0.027949483,24.80,3.5159,6.9,5.8,24.2,35.22277391,925.4145027,3.836153791,182.16,0.0588,0.0180
000626-17-5,"1,3-DICYANOBENZENE",not B,0,N#Cc(cccc1C#N)c1 ,6.08E-14,6.33E+03,4.59E-04,6.11E-02,1.3005,1,2.7513,6.02E+02,1.20E+03,3.5325,0.5071,0.444,1.09,5.487,-4.687,3.162,7.00E+00,0.212036458,3.27,6.4084,2.5,5.7,15.8,49.42184201,3390.223431,15.13269574,128.13,0.1000,0.0131
000088-19-7,"Benzenesulfonamide, 2-methyl-",not B,0,O=S(=O)(N)c(c(ccc1)C)c1 ,1.22E-12,3.15E+02,6.07E-05,8.08E-03,.7207,0.7603,2.746,6.08E+02,1.22E+03,3.5322,0.2771,0.1639,0.92,5.56,-4.72,3.162,5.72E+00,0.102506238,6.76,4.9538,2.8,5.8,13.9,49.14819637,3321.389181,14.75498012,171.22,0.0991,0.0119
000121-82-4,"1,3,5-Triazine, hexahydro-1,3,5-trinitro- (RDX)",not B,0,N(=O)(=O)N(CN(N(=O)(=O))CN1N(=O)(=O))C1 ,2.46E-10,1.56E+00,1.34E-06,1.79E-04,.6418,0.4637,2.7083,6.55E+02,1.31E+03,3.5273,0.1105,0.04,0.68,9.955,-9.085,3.162,4.43E+00,0.028153825,24.62,3.0782,8.6,-6.0,26.4,51.7908749,67.92430826,0.003399473,222.12,0.1074,0.0192
000060-29-7,"Ethane, 1,1 -oxybis-",not B,0,O(CC)CC ,1.23E-11,3.12E+01,5.40E+02,7.19E+04,.3649,0.1864,3.0267,3.52E+02,7.03E+02,3.7311,0.5927,0.7643,1.05,2.189,-1.299,3.162,6.66E+00,0.115274768,6.01,5.7406,-21.4,-6.7,5.7,151.9218973,49080.13403,52.94738659,74.12,0.4284,0.0062
002243-62-1,"1,5-DIAMINONAPHTHALENE",not B,0,Nc1cccc2c(N)cccc12 ,2.00E-10,1.93E+00,3.73E-06,4.96E-04,.2047,0.0451,2.5797,8.41E+02,1.68E+03,3.4027,-0.0246,0.0225,1.34,9.461,-8.571,3.162,9.68E+00,0.042394323,16.35,5.9159,9.4,-3.1,55.6,67.68786837,87.26813893,0.011295702,158.2,0.1594,0.0331
000079-46-9,"Propane, 2-nitro-",not B,0,N(=O)(=O)C(C)C ,1.68E-13,2.29E+03,1.55E+01,2.07E+03,.7051,0.8511,3.0023,3.69E+02,7.38E+02,3.7192,0.3972,0.4732,0.87,3.243,-2.313,3.162,5.41E+00,0.065951207,10.51,4.4052,-12.0,-0.8,4.4,99.20435705,26126.27979,128.1753235,89.09,0.2664,0.0051
000623-26-7,"1,4-BENZENEDICARBONITRILE",not B,0,N#Cc(ccc(C#N)c1)c1 ,4.51E-14,8.54E+03,8.66E-05,1.15E-02,1.3005,1,2.7513,6.02E+02,1.20E+03,3.5325,0.5071,0.444,1.09,5.617,-4.687,3.162,7.00E+00,0.232521698,2.98,6.4562,3.1,5.8,19.8,49.42217207,3390.449623,15.13471508,128.13,0.1000,0.0155
001634-04-4,"Propane, 2-methoxy-2-methyl-",not B,0,O(C(C)(C)C)C ,2.26E-12,1.71E+02,2.53E+02,3.36E+04,.1743,0.0324,2.7836,5.65E+02,1.13E+03,3.5574,0.5206,0.5867,1.43,2.56,-1.62,3.162,1.10E+01,0.152945097,4.53,9.1417,-17.9,-4.4,9.1,292.2257615,86332.09415,331.4516503,88.15,0.6950,0.0088
000091-15-6,"1,2-Benzenedicarbonitrile",not B,0,C(#N)c(c(C(#N))ccc1)c1 ,4.51E-14,8.54E+03,8.09E-04,1.08E-01,1.3005,1,2.7513,6.02E+02,1.20E+03,3.5325,0.5071,0.444,1.09,5.677,-4.687,3.162,7.00E+00,0.242613644,2.86,6.4771,3.3,5.9,21.6,49.42217207,3390.449623,15.13471508,128.13,0.1000,0.0166
004883-72-1,N-CYCLOHEXYL-N-NITROSO HYDROXYLAMINE,not B,0,O=NN(C1CCCCC1)O ,3.44E-11,1.12E+01,2.23E-05,2.96E-03,.6789,0.7234,2.8806,4.68E+02,9.35E+02,3.6397,0.3943,0.3582,1.04,7.896,-6.856,2.259,6.59E+00,0.08072993,8.59,5.3662,9.5,3.5,51.0,40.10735644,119.8740665,0.528331508,144.17,0.0723,0.0311
003296-90-0,"1,3-Propanediol, 2,2-bis(bromomethyl)-",not B,0,OCC(CBr)(CBr)CO ,8.97E-12,4.29E+01,6.44E-06,8.56E-04,.6640,0.0001,2.786,5.63E+02,1.13E+03,3.646,0.7139,0.1168,0.85,7.84,-6.78,2.325,5.29E+00,0.021831407,31.75,3.1599,9.4,3.6,29.8,46.04697688,142.4711062,0.630268822,261.94,0.0897,0.0210
000579-10-2,N-METHYLACETANILIDE,not B,0,O=C(N(c(cccc1)c1)C)C ,1.31E-11,2.94E+01,3.39E-03,4.51E-01,1.0148,0.9954,2.8373,5.09E+02,1.02E+03,3.8428,0.4368,0.4364,0.93,6.408,-5.288,2.547,5.79E+00,0.041730715,16.61,4.1761,6.2,6.0,25.8,42.36510086,2088.353686,8.987680728,149.19,0.0788,0.0189
059365-60-5,"1-CHLORO-2-(1,2-ETHANEDIOL)BENZENE",not B,0,Clc1ccccc1C(O)CO ,1.43E-11,2.69E+01,2.86E-05,3.80E-03,.8004,0.6852,2.9311,4.24E+02,8.48E+02,3.6923,0.5996,0.6234,1.08,7.665,-6.495,1.525,6.91E+00,0.068156065,10.17,5.3898,9.2,4.1,49.6,37.08507101,265.0795249,1.16936627,172.61,0.0638,0.0305
000109-09-1,2-CHLOROPYRIDINE,not B,0,n(c(ccc1)Cl)c1 ,2.60E-13,1.48E+03,1.56E+00,2.08E+02,.3565,0.0947,2.5275,9.31E+02,1.86E+03,3.4998,0.3799,0.2787,1.45,4.396,-3.176,2.965,1.13E+01,0.122442533,5.66,8.9792,-3.6,3.6,9.0,78.35745987,7699.821376,39.31727704,113.55,0.1956,0.0086
000144-19-4,"1,3-Pentanediol, 2,2,4-trimethyl-",not B,0,OCC(C(O)C(C)C)(C)C ,1.76E-11,2.18E+01,3.53E-03,4.69E-01,.8115,0.8092,2.9838,3.82E+02,7.65E+02,3.7422,0.6167,0.7348,1.49,6.969,-5.729,3.056,1.20E+01,0.046739527,14.83,6.9807,7.8,5.5,54.6,35.85407853,1149.439113,4.975030433,146.23,0.0605,0.0327
000156-43-4,"Benzenamine, 4-ethoxy-",not B,0,O(c(ccc(N)c1)c1)CC ,9.93E-11,3.88E+00,2.21E-02,2.93E+00,.5804,0.8025,2.7029,6.62E+02,1.32E+03,3.6186,0.4243,0.3992,1.65,6.452,-5.212,3.056,1.52E+01,0.109901249,6.31,10.9636,6.3,6.0,69.4,57.65381271,1813.172972,6.260727049,137.18,0.1261,0.0389
000075-09-2,"Methane, dichloro-",not B,0,ClCCl ,1.35E-13,2.86E+03,4.33E+02,5.76E+04,.4843,0.1298,2.6651,7.12E+02,1.42E+03,3.524,0.5111,0.3154,1.34,2.127,-0.877,3.103,9.68E+00,0.237135539,2.92,8.6890,-22.0,-7.1,8.7,1864.373978,429734.8595,1620.056671,84.93,0.9816,0.0084
000111-44-4,BIS(2-CHLOROETHYL) ETHER,not B,0,O(CCCl)CCCl ,3.16E-12,1.22E+02,1.04E+00,1.39E+02,.1093,0.0021,2.5281,9.30E+02,1.86E+03,3.4304,0.488,0.2192,1.56,4.448,-3.158,3.297,1.32E+01,0.193941573,3.57,11.1300,-3.3,3.7,11.1,77.64553771,7639.102729,38.04531393,143.01,0.1932,0.0101
000110-00-9,Furan,not B,0,O1C=CC=C1 ,4.05E-11,9.51E+00,5.97E+02,7.95E+04,.7151,0.8851,3.0487,3.37E+02,6.74E+02,3.7495,0.5425,0.739,1.36,1.996,-0.656,3.557,9.95E+00,0.256246647,2.71,8.9754,-23.3,-8.0,9.0,56.46979124,19109.01561,2.014385572,68.08,0.1223,0.0086
000099-09-2,"Benzenamine, 3-nitro-",not B,0,N(=O)(=O)c(cccc1N)c1 ,9.41E-12,4.09E+01,1.88E-04,2.51E-02,.1430,0.0333,2.5894,8.26E+02,1.65E+03,3.4317,-0.0112,0.0098,1.47,7.86,-6.49,3.723,1.16E+01,0.071918155,9.64,8.0101,9.5,3.6,75.8,67.98247777,268.5409527,1.186796037,138.13,0.1604,0.0414
000100-01-6,"Benzenamine, 4-nitro-",not B,0,N(=O)(=O)c(ccc(N)c1)c1 ,1.35E-11,2.86E+01,2.08E-05,2.77E-03,.1430,0.0333,2.5894,8.26E+02,1.65E+03,3.4317,-0.0112,0.0098,1.47,8.678,-7.288,3.838,1.16E+01,0.072947504,9.50,8.0453,9.9,0.7,79.7,68.03591071,85.63417697,0.201639214,138.13,0.1606,0.0429
000074-97-5,"Methane, bromochloro-",not B,0,BrCCl ,9.94E-14,3.87E+03,1.43E+02,1.91E+04,.5284,0.0059,2.769,5.82E+02,1.16E+03,3.5958,0.4745,0.1218,1.43,2.634,-1.224,3.957,1.10E+01,0.167063673,4.15,9.2721,-17.2,-4.0,9.3,886.8510117,241804.4853,1089.896696,129.38,0.9377,0.0089
000115-96-8,"Ethanol, 2-chloro-, phosphate (3:1)",not B,0,O=P(OCCCl)(OCCCl)OCCCl ,2.20E-11,1.75E+01,3.92E-04,5.21E-02,.5914,1,2.2025,1.76E+03,3.51E+03,3.5994,0.3173,0.0193,1.63,5.311,-3.871,0.6197,1.47E+01,0.062785071,11.04,8.9064,1.6,5.5,14.3,126.438172,4253.15416,18.10097209,285.49,0.3542,0.0122
000098-84-0,1-Phenyl ethylamine,not B,0,CC(N)c1ccccc1,4.38E-11,8.78E+00,5.42E-01,7.21E+01,.9718,0.9852,2.9778,3.87E+02,7.74E+02,3.7211,0.4167,0.4074,1.49,5.969,-4.479,4.447,1.20E+01,0.125615654,5.52,9.4485,4.6,6.0,43.2,35.67778669,3062.493117,11.35035463,121.18,0.0600,0.0275
000094-52-0,"1H-Benzimidazole, 5-nitro-",not B,0,N(=O)(=O)c(ccc(ncn1)c12)c2 ,4.50E-12,8.56E+01,1.73E-07,2.31E-05,.3648,0.1399,2.6691,7.07E+02,1.41E+03,3.504,0.0721,0.0162,1.05,8.727,-7.227,4.536,6.66E+00,0.093643229,7.40,5.5624,9.9,0.5,55.1,56.55756301,73.3165012,0.231156281,163.14,0.1226,0.0329
000062-44-2,"Acetamide, N-(4-ethoxyphenyl)-",not B,0,CC(=O)Nc1ccc(OCC)cc1 ,1.75E-11,2.20E+01,2.74E-03,3.64E-01,1.0043,0.9955,2.6908,6.77E+02,1.35E+03,3.8717,0.5839,0.6246,1.67,9.64,-8.06,5.123,1.57E+01,0.09474401,7.32,10.7226,9.1,-4.1,98.0,60.11070755,70.28075661,0.035818148,179.22,0.1342,0.0498
000101-77-9,"Benzenamine, 4,4 -methylenebis-",not B,0,Nc(ccc(c1)Cc(ccc(N)c2)c2)c1 ,2.01E-10,1.92E+00,2.08E-06,2.76E-04,.2403,0.0455,2.4163,1.16E+03,2.31E+03,3.2764,-0.183,0.008,2.18,10.201,-8.611,5.201,3.70E+01,0.096030366,7.22,17.8571,8.1,-7.6,143.8,107.6055648,119.9717116,0.014644563,198.27,0.2943,0.0653
000118-96-7,"Benzene, 2-methyl-1,3,5-trinitro-",not B,0,O=N(=O)c(cc(N(=O)=O)c(c1N(=O)=O)C)c1,1.38E-13,2.80E+03,1.72E-05,2.29E-03,-.2210,0.0008,2.1136,2.09E+03,4.18E+03,3.1264,-0.4685,0,1.99,7.67,-6.07,5.281,2.64E+01,0.031824939,21.78,7.9794,9.2,4.1,73.5,165.7843945,640.1359301,2.843871487,227.13,0.4651,0.0405
000100-61-8,"Benzenamine, N-methyl-",not B,0,N(c(cccc1)c1)C ,4.39E-11,8.77E+00,4.37E-01,5.81E+01,.5909,0.7989,2.8494,4.97E+02,9.94E+02,3.5896,0.2772,0.2361,1.62,5.1,-3.44,5.785,1.45E+01,0.090253539,7.68,10.0177,0.5,5.2,10.0,43.78814848,4354.903302,15.46631575,107.16,0.0829,0.0094
000920-66-1,"2-Propanol, 1,1,1,3,3,3-hexafluoro-",not B,0,FC(F)(F)C(O)C(F)(F)F ,1.74E-13,2.21E+03,1.56E+02,2.08E+04,-.2146,0.0001,1.9619,2.81E+03,5.62E+03,3.1859,0.427,0,1.11,4.42,-2.76,5.785,7.17E+00,0.370073241,1.87,6.8048,-3.5,3.6,6.8,224.5908397,19144.85615,147.4319006,168.04,0.5930,0.0070
002255-17-6,Dimethylphosphoric acid 3-Methyl-4-nitrophenyl,not B,0,O=P(OC)(OC)Oc1cc(C)c(N(=O)(=O))cc1 ,6.89E-12,5.59E+01,1.61E-05,2.15E-03,.6868,1,2.5313,9.25E+02,1.85E+03,3.7594,-0.0308,0.0038,1.53,9.475,-7.785,0.9061,1.27E+01,0.043676571,15.87,7.0087,9.4,-3.2,65.7,75.58699721,95.89712843,0.065577791,261.17,0.1862,0.0374
000078-59-1,"2-Cyclohexen-1-one, 3,5,5-trimethyl-",not B,0,O=C(C=C(CC1(C)C)C)C1 ,8.07E-11,4.77E+00,2.50E-01,3.32E+01,.5046,0.2441,2.6591,7.21E+02,1.44E+03,3.4727,0.5332,0.5813,2.62,5.266,-3.566,6.147,8.64E+01,0.151078287,4.59,33.3218,1.4,5.4,45.9,75.27778193,3478.249137,10.62185585,138.21,0.1851,0.0288
000100-43-6,"Pyridine, 4-ethenyl-",not B,0,n(ccc(c1)C=C)c1 ,2.66E-11,1.45E+01,2.91E+00,3.87E+02,.5429,0.4694,2.7527,6.00E+02,1.20E+03,3.6773,0.4173,0.4005,1.71,5.191,-3.481,6.208,1.67E+01,0.150553254,4.60,12.7392,1.0,5.3,12.7,52.7723259,4734.335413,18.75141454,105.14,0.1105,0.0112
